album,name,popularity,duration_ms,tempo,energy,loudness,speechiness,instrumentalness,lyrics,Gold,Platinum
FAVOURITE WORST NIGHTMARE,THE BAD THING,59,145213,111.066,0.952,-3.638,0.075,0.0,"[Chorus]
Do the bad thing
Take off your wedding ring
But it won't make it that much easier
It might make it worse

[Verse 1]
Oh, the night's like a whirlwind
Somebody's girlfriend's talking to me, but it's alright
She's saying that he's not gonna slap me or try to attack me
He's not the jealous type
And I only need to get half an excuse and I'm away
But when there's no excuses, that's much easier to say
I've been before
And all these capers make us to look for it to ignore
See, she's talking but I'm not entirely sure

[Chorus]
Do the bad thing
Take off your wedding ring
But it won't make it that much easier
It might make it worse

[Verse 2]
Oh, a sudden disheartener
Somebody's partner's talking to me
But I don't know that is what she isn't
She murmurs things to confirm that the tragedy is true
And I knew, how could she not? She could have anyone she wants
And I'm struggling to think of an immediate response
Like, ""I don't mind, it'd be a big mistake for you to wait
And let me waste your time
Really, love, it's fine""
I said, ""Really, love, it's fine""

[Instrumental break]

[Verse 3]
And then the first time it occurred that there was something to destroy
I knew before the invitation that there was this ploy
Oh, but she carried on suggesting, a struggle to refuse
She said, ""It's the red wine this time,"" but that is no excuse",,
FAVOURITE WORST NIGHTMARE,THIS HOUSE IS A CIRCUS,60,191680,155.322,0.844,-5.253,0.0431,0.00196,"[Verse 1]
This house is a circus, berserk as fuck
We tend to see that as a perk, though
Look what it's done to your friends
Their memories are pretend
And the last thing that they want is for the feeling to end
This house is a circus, berserk as fuck
We tend to see that as a perk, though
Look what it's done to your friends
Their memories are pretend
And the last thing that they want is for the feeling to end

[Verse 2]
There's a room full of trouble and there's lovers to be had
Those ones who make sinners out of such lovely lads
Scaling the corridors for maidens in the maze
And the anomaly is slipping into familiar ways
And we're forever unfulfilled and can't think why
Like a search for murder clues in dead man's eyes
Forever unfulfilled and can't think why
Like a search for murder clues in dead man's eyes

[Bridge]
The more you open your mouth, the more you're forcing performance
And all the attention is leading me to feel important
(Gimme obnoxious, gimme obnoxious now)
Now that we're here, we may as well go too far

[Verse 3]
Wriggling around in incidents you won't forget
There's certainly some venom in the looks that you collect
Aimlessly gazing at the faces in the queue
And we're struggling with the notion that it's life, not film

[Verse 4]
This house is a circus, berserk as fuck (We're forever unfulfilled)
We tend to see that as a perk, though (Can't think why)
Look what it's done to your friends
Their memories are pretend (Like a search for murder clues)
And the last thing that they want is for the feeling to end",,
HUMBUG,CORNERSTONE,68,197973,169.252,0.721,-5.81,0.0387,0.0,"[Verse 1]
I thought I saw you in the Battleship
But it was only a look-a-like
She was nothing but a vision trick
Under the warning light
She was close, close enough to be your ghost
But my chances turned to toast
When I asked her if I could call her your name

[Verse 2]
I thought I saw you in the Rusty Hook
Huddled up in a wicker chair
I wandered over for a closer look
And kissed whoever was sitting there
She was close, and she held me very tightly
'Til I asked awfully politely
""Please, can I call you her name?""

[Chorus]
And I elongated my lift home
Yeah, I let him go the long way round
I smelt your scent on the seatbelt
And kept my shortcuts to myself

[Verse 3]
I thought I saw you in the Parrot's Beak
Messing with the smoke alarm
It was too loud for me to hear her speak
And she had a broken arm
It was close, so close that the walls were wet
And she wrote it out in Letraset
""No, you can't call me her name""

[Bridge]
Tell me, where's your hiding place?
I'm worried I'll forget your face
And I've asked everyone
I'm beginning to think I imagined you all along

[Chorus]
I elongated my lift home
Yeah, I let him go the long way round
I smelt your scent on the seatbelt
And kept my shortcuts to myself

[Verse 4]
I saw your sister in the Cornerstone
On the phone to the middle man
When I saw that she was on her own
I thought she might understand
She was close, well, you couldn't get much closer
She said, ""I'm really not supposed to, but yes
You can call me anything you want""",,
HUMBUG,CRYING LIGHTNING,71,224826,106.719,0.885,-4.423,0.0461,0.00041,"[Verse 1]
Outside the cafe by the cracker factory
You were practicing a magic trick
And my thoughts got rude as you talked and chewed
On the last of your pick and mix
Said, ""You're mistaken if you're thinking
That I haven't been called cold before""
As you bit into your strawberry lace
And then offered me your attention in the form of a gobstopper
It's all you had left and it was going to waste

[Chorus]
Your pastimes consisted of the strange
And twisted and deranged
And I love that little game you had called Crying Lightning
And how you'd like to aggravate the ice-cream man
On rainy afternoons

[Verse 2]
The next time that I caught my own reflection
It was on its way to meet you
Thinking of excuses to postpone
You never looked like yourself from the side
But your profile could not hide
The fact you knew I was approaching your throne
With folded arms you occupied the bench like toothache
Stood and puffed your chest out like you'd never lost a war
And though I tried so not to suffer the indignity of reaction
There was no cracks to grasp or gaps to claw

[Chorus]
And your pastimes consisted of the strange
And twisted and deranged
And I hate that little game you had called Crying Lightning
And how you'd like to aggravate the icky man on rainy afternoons
Uninviting, but not half as impossible as everyone assumes you are
Crying Lightning

[Instrumental Break]

[Chorus]
Your pastimes consisted of the strange
And twisted and deranged
And I hate that little game you had called
Crying Lightning, Crying Lightning
Crying Lightning, Crying Lightning
Your pastimes consisted of the strange
And twisted and deranged
And I hate that little game you had called Crying",,
HUMBUG,DANCE LITTLE LIAR,61,283493,100.158,0.607,-9.133,0.0352,0.769,"[Verse 1]
I heard the truth was built to bend
A mechanism to suspend
The guilt is what you will require
And still you've got to dance little liar
Just like those fibs to pop and fizz
And you'll be forced to take that awful quiz
And you're bound to trip
And she'll detect the fiction on your lips and dig a contradiction up

[Chorus]
And the clean coming will hurt
And you can never get it spotless
When there's dirt beneath the dirt
The liar takes a lot less time

[Verse 2]
I'm sure it's clear and plain to read
It's not an alibi you need just yet
Oh, no, it's something for those beads of sweat
Yes, that will get you back to normal
And after you have dabbed the patch
You'll breathe and then proceed to scratch
The varnish off that newly added calmness
So as not to raise any alarms too soon

[Chorus]
And the clean coming will hurt
And you can never get it spotless
When there's dirt beneath the dirt

[Bridge]
The liar takes a lot less time to decide on the saunter
Have you got itchy bones? And in all your time alone
Can you hack your mind being riddled
With the wrong memories?

[Instrumental break]

[Chorus]
And the clean coming will hurt
And you can never get it spotless
When there's dirt between the dirt",,
HUMBUG,DANGEROUS ANIMALS,55,210666,125.363,0.922,-5.189,0.18,2.39e-06,"[Intro]
I'm pinned down by the dark

[Verse 1]
Been fighting with my sheets and nearly crying in my sleep
Yes, I'm battling that well-told gripe, the most frustrating type
You should have racing stripes the way you keep me in pursuit
Sharpen the heel of your boot and you press it in my chest
And you make me wheeze, then to my knees you do promote me

[Chorus]
I'm pinned down by the dark
A-N-I-M-A-L
Makes my head pirouette
More than I would be willing to confess
D-A-N-G-E-R-O-U-S

[Verse 2]
The light it fidgets through, the thoughts'll soon revert to you
About as bashful as a tribal dance, the first and final chance
And of course the audience of frighteners and fiends
Divided up into two teams
When the acrobat fell off the beam, she broke everyone's heart

[Chorus]
I'm pinned down by the dark
A-N-I-M-A-L
Makes my head pirouette
More than I would be willing to confess
D-A-N-G-E-R-O-U-S
D-A-N-G-E-R-O-U-S
The most unsuitable pet
It's been long enough now so let's
Make a mess, lioness

[Bridge]
I'm pinned down by the dark
I'm pinned down by the dark, oh-oh-oh

[Outro]
D-A-N-G-E-R-O-U-S
A-N-I-M-A-L
D-A-N-G-E-R-O-U-S
A-N-I-M-A-L",,
HUMBUG,FIRE AND THE THUD,53,237533,114.904,0.61,-11.228,0.0388,0.006,"[Verse 1]
You showed me my tomorrow beside a box of matches
A welcome threatening stir
My hopes of being stolen might just ring true
Depends who you prefer
If it's true you're gonna run away
Tell me where, I'll meet you there

[Verse 2]
Am I snapping the excitement
If I pack away the laughter and tell you how it feels?
And does burden come to meet ya
If I've questions of the feature that rolls on your dream reel?
The day after you stole my heart
Everything I touched told me
It would be better shared with you, with you

[Verse 3]
And now you're hiding in my soup
And this book reveals your face
And you're splashing in my eyelids
As the concentration continually breaks
I did request the mark you cast
Didn't heal as fast
I hear your voice in silences
Will the teasing of the fire be followed by the thud?

[Verse 4]
In the jostling crowd, you're not allowed to tell the truth
And the photo booth's a liar
And there's a sharpened explanation
But there's no screaming reason to inquire
I'd like to poke them in their prying eyes with things
They'd never see if it smacks them in their temples",,
HUMBUG,MY PROPELLER,63,205746,115.752,0.657,-6.758,0.0295,0.0552,"[Verse 1]
If you can summon the strength, tow me
I can't hold down the urgency
You've got to make your descent slowly
And oil up those sticky keys

[Chorus]
Coax me out my low
And have a spin of my propeller

[Verse 2]
It's a necessary evil
No cause for emergency
Borrowed the beak off a bald eagle
Oh, momentary synergy

[Chorus]
Coax me out my low
Sink into tomorrow
Coax me out my low
And have a spin of my propeller

[Outro]
My propeller won't spin
And I can't get it started on my own
When are you arriving?
Oh, my propeller won't spin
And I can't get it started on my own
When are you arriving?
Oh, my propeller won't spin
And I can't get it started on my own
When are you arriving?
Oh, my propeller",,
HUMBUG,POTION APPROACHING,55,212133,103.659,0.758,-8.945,0.0429,0.0673,"[Verse 1]
I was biting the time zone
And we embellished the banks of our bloodstreams
And threw caution to the colourful
Then we fell asleep in the car
Until the bumps woke me up in your grip
And the tide took me to your mouth
And then swept me back down to your palms
It's them that put me inside the reminder
That yours is the only ocean

[Chorus]
Yours is the only ocean
That I wanna swing from
Yours is the only ocean
That I wanna hang on

[Verse 2]
I've got this ego mechanic
She's always trying to give me vitamins
Ah, she'd be frightened of your reflection
I preferred her as a cartoon
If I could be someone else for a week
I'd spend it chasing after you
'Cause she's not shattering my attitudes
No matter how she folds the potion
Yours is the only ocean

[Chorus]
Yours is the only ocean
That I wanna swing from
Yours is the only ocean
That I want to hang on to

[Bridge]
Potion approaching, shield your eyes
Potion approaching, visualise
Holding a token, swollen in size
Potion approaching, shield your eyes

[Outro]
Oh, but if we're gonna escape though
We really ought to think it through
Would you like me to build you a go-kart?",,
HUMBUG,PRETTY VISITORS,62,220506,83.354,0.896,-5.576,0.464,2.83e-05,"[Verse 1]
Trudging through the morning
The tramp with the trampoline under his arm
Shifts past your whiskers, so stark is the charm
But the barking alarm waits coiled 'til the corner is turned
And the bicycle wheels all struggle to move 'round
In your muddy mind, blatantly caked and
Unwilling to wind uncooperative time
So he sits on the springs 'til the muck goes dry

[Chorus]
All the pretty visitors came and waved their arms
And cast the shadow of a snake pit on the wall
All the pretty visitors came and waved their arms
And cast the shadow of a snake pit on the

[Verse 2]
What came first, the chicken or the dickhead?
Split sleep reaps rewards from ill fitting thoughts
And twilight forced you to go on a walk
Your legs start running and your leg gets caught
Canopy 19 is perfectly placed
For the reasonably frightening fall from the aftertaste
You'll have to slip away, I am unhappy to say
Behold as the crook in the hammock plays

[Chorus]
All the pretty visitors came and waved their arms
And cast the shadow of a snake pit on the wall
All the pretty visitors came and waved their arms
And cast the shadow of a snake pit on the wall

[Verse 3]
Behold as a crook in the hammock plays
Cruelly with the base and the scales
And fiddles with her feet on a balancing act
Gagged, bound and crafting a tale
Trailing wrapped in a gasp
Cruelly with the base and the scales
And fucking fiddles with her feet on a balancing act
She was gagged, bound and crafting a tale
Trailing wrapped in a gasp

[Chorus]
All the pretty visitors came and waved their arms
And cast the shadow of a snake pit on the wall
All the pretty visitors came and waved their arms
And cast the shadow of a snake pit on the wall",,
HUMBUG,SECRET DOOR,64,223066,124.615,0.806,-6.554,0.0769,1.11e-05,"[Chorus]
Fools on parade cavort and carry on for waiting eyes
That you would rather be beside than in front of
But she's never been the kind to be hollowed by the stares

[Verse 1]
She swam out of tonight's phantasm
Grabbed my hand and made it very clear
There's absolutely nothing for us here
It's a magnolia celebration to be attended on a Wednesday night
It's better that than get a reputation as a miserable little tyke
At least that's the conclusion she came to in this overture

[Bridge]
And the secret door swings behind us
She's saying nothing, she's just giggling along

[Verse 2]
Her arms were folded most indignant
Not looking like she was soon to leave
I had to squint in order to believe
Then like a butler pushing on a bookshelf
I'm unveiling the unexpected
I, who was earlier reluctant
Was suddenly embarrassed and corrected
How could such a creature survive in such a habitat?

[Bridge]
And the secret door swings behind us
She's saying nothing, she's just giggling along
Even if they were to find us
I wouldn't notice, I'm completely occupied

[Chorus]
As all the fools on parade cavort and carry on for waiting eyes
Ones you would rather be beside than in front of
But she's never been the kind to be hollowed by the stares
Fools on parade frolic and fuck about to make her gaze
Turn to a scribble on a page by a picture that holds her absence
But you're daft to think she'd care

[Outro]
Fools on parade
Fools on parade
Fools on parade
Conduct a sing-along",,
HUMBUG,THE JEWELLER'S HANDS,53,344053,96.935,0.8,-8.116,0.0488,0.0834,"[Verse 1]
Fiendish wonder in a carnival's wake
Dull caresses once again irritate
Tread softly, stranger
Move over toward the danger that you seek
You think excitement has receded then the mirror distracts
The logic of the trance quickly reaches and grasps
Handsome and faceless
And weightless, your imagination runs

[Chorus]
And now it's no one's fault but yours
At the foot of the house of cards
You thought you'd never get obsessed
You thought the wolves would be impressed
And you're a sinking stone
But you know what it's like to hold the jeweller's hands
That procession of pioneers all drowned

[Verse 2]
In the moonlight they're more thrilling, those things that he knows
As he leads you through the grinning bubble blowers in the snow
Watching his exit
Was like falling off the ferry in the night
The inevitables gather to push you around
Any other voice makes such a punishing sound
He became laughter's assassin
Shortly after he showed you what it was

[Chorus]
And now it's no one's fault but yours
At the foot of the house of cards
You thought you'd never get obsessed
You thought the wolves would be impressed
And you're a sinking stone
But you know what it's like to hold the jeweller's hands
That procession of pioneers all drowned

[Outro]
If you've a lesson to teach me
I'm listening, ready to learn
There's no one here to police me
I'm sinking in until the return
If you've a lesson to teach
Please don't deviate, don't be afraid
Without the last corner piece, I can't calibrate
Let's get it ingrained

If you've a lesson to teach me
I'm listening, ready to learn
There's no one here to police me
I'm sinking in until the return
If you've a lesson to teach
Please don't deviate, don't be afraid
Without the last corner piece, I can't calibrate
Let's get it ingrained

If you've a lesson to teach me
I'm listening, ready to learn
There's no one here to police me
I'm sinking in until the return
If you've a lesson to teach
Please don't deviate, don't be afraid
Without the last corner piece, I can't calibrate
Let's get it ingrained",,
SUCK IT AND SEE,ALL MY OWN STUNTS,51,232280,127.283,0.943,-4.934,0.0537,0.0181,"[Verse 1]
Caricatures of your wrecking ball gown
In my mind all the time
I wanna be in that damsel patterned alley
Where you go for a smoke
And sorrow slow dances, the phones are lighting up
Taking no chances, close but never close enough

[Chorus]
Been watching cowboy films on gloomy afternoons
Tinting the solitude
Put on your dancing shoes and show me what to do
I know you've got the moves

[Verse 2]
All my own stunts, high noon has changed its tune
Linking arms, sinking hearts
And sorrow slow dances around the edges of her eyes
Taking no chances, the last one out to win a prize

[Chorus]
Been watching cowboy films on gloomy afternoons
Tinting the solitude
Put on your dancing shoes and show me what to do
I know you've got the moves

[Instrumental break]

[Outro: ""I'm From High Green"" snippet]
I'm from High Green
I'm from High Green",,
SUCK IT AND SEE,BLACK TREACLE,60,217440,100.061,0.89,-5.759,0.0655,0.0,"[Verse 1]
Lately I've been seeing things, belly button piercings
In the sky at night when we're side by side
And I don't mean to rain on anybody's cabriolet
One of those games you're gonna lose
But you wanna play it, just in case

[Chorus]
Now it's getting dark and the sky looks sticky
More like black treacle than tar
Black treacle
Somebody told the stars you're not coming out tonight
And so they found a place to hide

[Verse 2]
Does it help you stay up late? Does it help you concentrate?
Does it tune you in when you chew your chin?
Am I ruining your fun?
And you talk the talk alright
But do you walk the walk or catch the train?
You wanted it, you got it, but you don't want it now

[Chorus]
Now it's getting dark and the sky looks sticky
More like black treacle than tar
Black treacle
Somebody told the stars you're not coming out tonight
And so they found a place to hide

[Bridge]
Now I'm out of place and I'm not getting any wiser
I feel like the Sundance Kid behind a synthesiser
And I tried last night to pack away your laugh
Like a key under the mat
But it never seems to be there when you want it

[Outro]
Black treacle
Black treacle
Black treacle",,
SUCK IT AND SEE,BRICK BY BRICK,53,179906,132.206,0.807,-4.741,0.0528,0.00368,"[Verse 1]
I wanna build you up
Brick by brick
I wanna break you down
Brick by brick
I’m gonna reconstruct
Brick by brick
I wanna feel your love

[Chorus]
Brick by brick, aaaaah
Brick by brick, aaaaah

[Verse 2]
I wanna steal your soul
Brick by brick
I wanna rock and roll
Brick by brick
I wanna rock and roll
Brick by brick
I wanna rock and roll

[Chorus]
Brick by brick, aaaaah
Brick by brick, aaaaah

[Verse 3]
I wanna brick by brick
Brick by brick
I wanna blow by blow
Brick by brick
I want an empty soul
Brick by brick
I wanna brick by brick by brick by...

[Chorus]
Brick by brick, aaaaah
Brick by brick, aaaaah",,
SUCK IT AND SEE,DON'T SIT DOWN 'CAUSE I'VE MOVED YOUR CHAIR,62,183506,119.729,0.912,-5.148,0.0451,0.278,"[Verse 1]
Break a mirror, roll the dice
Run with scissors through a chip-pan firefight
Go into business with a grizzly bear
But just don't sit down 'cause I've moved your chair

[Verse 2]
Find a well-known hard man and start a fight
Wear your shell suit on bonfire night
Fill in a circular hole with a peg that's square
But just don't sit down 'cause I've moved your chair

[Chorus]
Oooh, yeah, yeah, yeah
Oooh, yeah, yeah, yeah

[Verse 3]
Bite the lightning and tell me how it tastes
Kung fu fighting on your roller skates
Do the Macarena in the devil's lair
But just don't sit down 'cause I've moved your chair

[Chorus]
Oooh, yeah, yeah, yeah
Oooh, yeah, yeah, yeah
Oooh, yeah, yeah, yeah
Oooh, yeah, yeah, yeah",,
SUCK IT AND SEE,LIBRARY PICTURES,54,142173,96.954,0.939,-5.836,0.0549,0.00601,"[Intro]
I'm in a vest

[Verse 1]
Library pictures of the quickening canoe
The first of its kind to get to the moon
Trust some ellipses to chase you 'round the room
Through curly straws and metaphors and goo

[Verse 2]
Been watching all the neon blossom flickering
You look as if you've all forgotten where you've been
Going riding through the thunder suckle fuzz canyon
Ten, nine, eight, seven, six, five, four, three, two, one

[Verse 3]
Library pictures of the quickening canoe
The first of its kind to get to the moon
Give me an eeny, meeny, miny, moe
Or an ip, dip, dog shit rock and roll",,
SUCK IT AND SEE,LOVE IS A LASERQUEST,65,191426,169.926,0.662,-6.873,0.0402,0.908,"[Verse 1]
Do you still feel younger than you thought you would by now
Or darling, have you started feeling old yet?
Don't worry, I'm sure that you're still breaking hearts
With the efficiency that only youth can harness
And do you still think love is a laserquest
Or do you take it all more seriously?
I've tried to ask you this in some daydreams that I've had
But you're always busy being make-believe

[Chorus]
And do you look into the mirror to remind yourself you're there
Or have somebody's goodnight kisses got that covered?
When I'm not being honest
I pretend that you were just some lover

[Verse 2]
Now I can't think of air without thinking of you
I doubt that comes as a surprise
And I can't think of anything to dream about
I can't find anywhere to hide

[Chorus]
And when I'm hanging on by the rings around my eyes
And I convince myself I need another
And for a minute, it gets easy
To pretend that you were just some lover

[Instrumental break]

[Chorus]
When I'm pipe and slippers and rocking chair
Singing dreadful songs about summer
Will I have found a better method of
Pretending you were just some lover?
Will I have found a better method of
Pretending you were just some lover?",,
SUCK IT AND SEE,PILEDRIVER WALTZ,63,203880,110.008,0.865,-4.547,0.0391,0.000116,"[Verse 1]
I etched the face of a stopwatch on the back of a raindrop
And did a swap for the sand in an hourglass
I heard an unhappy ending, it sort of sounds like you leaving
I heard the piledriver waltz, it woke me up this morning

[Chorus]
You look like you've been for breakfast at the heartbreak hotel
And sat in the back booth by the pamphlets
And the literature on how to lose
Your waitress was miserable and so was your food
If you're gonna try and walk on water
Make sure you wear your comfortable shoes

[Verse 2]
Mysteries flashing amber go green when you answer
But the red on the rest of the questionnaire never changes
I heard the news that you're planning
To shoot me out of a cannon
I heard the piledriver waltz, it woke me up this morning

[Chorus]
You look like you've been for breakfast at the heartbreak hotel
And sat in the back booth by the pamphlets
And the literature on how to lose
Your waitress was miserable and so was your food
If you're gonna try and walk on water
Make sure you wear your comfortable shoes

[Outro]
Oh-oh, oh-oh
Piledriver",,
SUCK IT AND SEE,RECKLESS SERENADE,54,162746,127.966,0.694,-6.632,0.0392,0.0144,"[Verse 1]
Topless models doing Semaphore
Wave their flags as she walks by and get ignored
Illuminations on a rainy day
When she walks, her footsteps sing a reckless serenade

[Chorus]
I've been trying to figure out exactly what it is I need
Called up to listen to the voice of reason
And got the answering machine

[Verse 2]
The type of kisses where teeth collide
When she laughs, the heavens hum a stun gun lullaby
Those twinkling vixens with the shining spiral eyes
Their hypnosis goes unnoticed when she's walking by

[Chorus]
I've been trying to figure out exactly what it is I need
Called up to listen to the voice of reason
And got his answering machine

[Bridge]
I left my message but did he fuck get back to me?
And now I'm stuck still wondering how it's meant to be

[Outro]
Singing a reckless serenade, reckless serenade
Reckless serenade, reckless serenade
Reckless serenade, reckless serenade
Reckless serenade",,
SUCK IT AND SEE,SHE'S THUNDERSTORMS,61,234920,118.929,0.898,-4.906,0.0329,0.00236,"[Chorus]
She's thunderstorms
Lying on her front, up against the wall
She's thunderstorms

[Verse 1]
I've been feeling foolish, you should try it
She came and substituted the peace and quiet for
Acrobatic blood flow concertina
Cheating heart beat, rapid fire

[Chorus]
She's thunderstorms
Lying on her front, up against the wall
She's thunderstorms
Here is your host, sounds as if she's pretty close
When the heat starts growing horns
She's thunderstorms

[Verse 2]
She's been loop-the-looping around my mind
Her motorcycle boots give me this kind of
Acrobatic blood concertina
Cheating heart beat, rapid fire

[Chorus]
She's thunderstorms
Lying on her front, up against the wall
She's thunderstorms

[Bridge]
In an unusual place, when you're feeling far away
She does what the night does to the day

[Chorus]
She's thunderstorms
Lying on her front, up against the wall
She's thunderstorms, thunderstorms, thunderstorms",,
SUCK IT AND SEE,SUCK IT AND SEE,64,225986,128.291,0.932,-5.017,0.057,0.114,"[Verse 1]
Your love is like a studded leather headlock
Your kiss, it could put creases in the rain
You're rarer than a can of dandelion and burdock
And those other girls are just post-mix lemonade

[Chorus]
Suck it and see, you never know
Sit next to me before I go
Jigsaw women with horror movie shoes
Be cruel to me 'cause I am a fool for you

[Verse 2]
I poured my aching heart into a pop song
I couldn't get the hang of poetry
That's not a skirt, girl, that's a sawn-off shotgun
And I can only hope you've got it aimed at me

[Chorus]
Suck it and see, you never know
Sit next to me before I go
Jigsaw women with horror movie shoes
Be cruel to me 'cause I am a fool for

[Bridge]
Blue moon girls from once upon a Shangri-La
How I often wonder where you are
You have got that face that just says
""Baby, I was made to break your heart"", oh-oh-oh

[Chorus]
Suck it and see, you never know
Sit next to me before I go, go, go, go
Jigsaw women with horror movie shoes
Be cruel to me 'cause I am a fool for you",,
SUCK IT AND SEE,THAT'S WHERE YOU'RE WRONG,55,256800,135.937,0.883,-5.554,0.0638,0.558,"[Verse 1]
A pussyfooting setting sun
Make a wish that weighs a tonne
There are no handles for you to hold
And no understanding where it goes

[Verse 2]
Jealousy in technicolor
Fear by name, love by numbers
Street lamp amber, wanderlust
Powder in a blunderbuss

[Chorus]
She looks as if she's blowing a kiss at me
And suddenly the sky is a scissor
Sitting on the floor with a tambourine
Crushing up a bundle of love
Don't take it so personally
You're not the only one
That time has got it in for, honey
That's where you're wrong

[Verse 3]
All the old flames fastened on
Make a wish that weighs a tonne
There are no handles you can hold
And no understanding where it goes

[Chorus]
She looks as if she's blowing a kiss at me
And suddenly the sky is a scissor
Sitting on the floor with a tambourine
Crushing up a bundle of love
Don't take it so personally
You're not the only one
That time has got it in for, honey
That's where you're wrong

[Outro]
That's where you're wrong
That's where you're wrong
Oh, oh-oh, oh-oh, oh
Oh, oh-oh, oh-oh, oh-oh, oh-oh",,
SUCK IT AND SEE,THE HELLCAT SPANGLED SHALALALA,54,180373,130.22,0.872,-4.992,0.0507,0.00062,"[Verse 1]
Just when things are getting complicated in the eye of the storm
She flicks a red-hot revelation off the tip of her tongue
It does a dozen somersaults and leaves you supercharged
Makes me wanna blow the candles out
Just to see if you glow in the dark

[Chorus]
Shalalala, shalalala
Shalalala, shalalala

[Verse 2]
Home sweet home, home sweet home, home sweet booby-trap
I took the batteries out my mysticism
And put 'em in my thinking cap
She's got a telescopic hallelujah hanging up on her wall
For when it gets too complicated in the eye of the storm

[Chorus]
Shalalala, shalalala
Shalalala, shalalala
Oh, oh-oh-oh

[Bridge]
And in a hellcat spangled cavern
When your judgement's on the run
And you're acting like a stranger
'Cause you thought it looked like fun
And did you ever get the feeling
That these are things she's said before?
Her steady hands may well have done the devil's pedicure
What you waiting for? Sing another fucking shalalala

[Outro]
Shalalala, shalalala
Shalalala",,
THERE’D BETTER BE A MIRRORBALL,THERE’D BETTER BE A MIRRORBALL,56,265798,72.062,0.369,-10.899,0.0307,0.0139,_IGNORE_EMPTY_IGNORE_,,
TRANQUILITY BASE HOTEL & CASINO,AMERICAN SPORTS,52,158040,176.689,0.865,-4.288,0.0513,0.00293,"[Verse 1]
So when you gaze at planet Earth from outer space
Does it wipe that stupid look off of your face?
I saw this aura over the battleground states
I lost the money, lost the keys
But I'm still handcuffed to the briefcase

[Chorus]
And I never thought, not in a million year
That I'd meet so many Lola's
Can I please have my money back?
My virtual reality mask is stuck on ‘Parliament Brawl’
Emergency battery pack, just in time for my weekly chat
With God on videocall

[Verse 2]
Breaking news, they take the truth and make it fluid
The trainer's explanation was accepted by the steward
A montage of the latest ancient ruins
Soundtracked by a chorus of ""You don't know what you're doing""

[Chorus]
And I never thought, not in a million years
That I'd meet so many Lola's

[Bridge]
And all of my most muscular regrets
Explode behind my eyes like American sports
Hoo

[Chorus]
And I never thought, not in a million year
That I'd meet so many Lola's",,
TRANQUILITY BASE HOTEL & CASINO,BATPHONE,51,271613,106.521,0.681,-5.728,0.0356,0.0,"[Verse 1]
I want an interesting synonym
To describe this thing
That you say we're all grandfathered in
I'll use the search engine
(We've got much to discuss)
Too much to discuss over a bucket of balls
I can recall the glow of your low beams

[Verse 2]
It's the big night in Tinsel City
Life became a spectator sport
I launch my fragrance called 'Integrity'
I sell the fact that I can't be bought
Have I told you all about the time that I got sucked into a hole
Through a handheld device?
I will flashback now and again, but I'm usually alright
Thankfully, the process has been simplified
Since the last time you tried

[Chorus 1]
I've recognised the glow of your low beams numerous times
I'll be by the Batphone if you need to get a hold
Making a selection, opening credits roll
Panoramic windows looking out across your soul

[Verse 3]
You go in through the door
Vengeance Trilogy wallpaper walls
They have re-decorated it all
They've changed all the lights and the bar's down the side

[Chorus 2]
I've recognised the glow of your low beams numerous times
Through fairly opaque blinds in the sitting room
Vehicles will pass by, but I know when it's you
I'll be in a nose dive in my flying shoes
Right behind your closed eyes like a memory from your youth
I'll be by the Batphone if you need to get a hold
Making a selection, opening credits roll
Killer Pink Flamingos, computer controlled
Panoramic windows looking out across your soul",,
